Frame	Time	Scene info	Scene info:narrative details - external	Scene info:narrative details - internal	Scene info:characters on screen	Scene info:Music Presence	speech	speech:transcription	speech:character speaking	setting	setting:indoor/outdoor	setting:setting	Scene name	Scene name:scene name	
22258	890.32	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22259	890.36	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22260	890.4000000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22261	890.44	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22262	890.48	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22263	890.5200000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22264	890.5600000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22265	890.6	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22266	890.6400000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22267	890.6800000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22268	890.72	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22269	890.7600000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22270	890.8000000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22271	890.84	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22272	890.8800000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22273	890.9200000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22274	890.96	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22275	891.0	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22276	891.0400000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22277	891.08	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22278	891.12	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22279	891.1600000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22280	891.2	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22281	891.24	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22282	891.2800000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22283	891.32	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22284	891.36	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22285	891.4000000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22286	891.44	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22287	891.48	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22288	891.5200000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22289	891.5600000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22290	891.6	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22291	891.6400000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22292	891.6800000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22293	891.72	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22294	891.7600000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22295	891.8000000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22296	891.84	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22297	891.8800000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22298	891.9200000000001	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22299	891.96	1	Earn and Dave walk through the parking lot, Dave carrying the drinks. Dave waves to people he knows. Dave says that connections are important; Earn asks him to introduce him to his boss. Dave sarcastically says he will introduce everyone in Atlanta with a mixtape to his boss	0	Earn, Dave	0	1	"Everything is who you know." "Then introduce me." "Yeah, I'm gonna introduce every dude in Atlanta with a mixtape to my boss, c'mon."	Dave, Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22300	892.0	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22301	892.0400000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22302	892.08	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22303	892.12	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22304	892.1600000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22305	892.2	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22306	892.24	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22307	892.2800000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22308	892.32	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22309	892.36	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22310	892.4000000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22311	892.44	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22312	892.48	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22313	892.5200000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22314	892.5600000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22315	892.6	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22316	892.6400000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22317	892.6800000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22318	892.72	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22319	892.7600000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22320	892.8000000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22321	892.84	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22322	892.8800000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22323	892.9200000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22324	892.96	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22325	893.0	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22326	893.0400000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22327	893.08	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22328	893.12	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22329	893.1600000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22330	893.2	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22331	893.24	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22332	893.2800000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22333	893.32	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22334	893.36	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
